sample-id	absolute-filepath	forward-absolute-filepath	reverse-absolute-filepath	type
SRR25536405_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536405_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536405_L001_R2_001.fastq.gz	paired-end
SRR6072278_ALAGAPPA_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR6072278_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR6072278_L001_R2_001.fastq.gz	paired-end
SRR2140793_CHILE_2016	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR2140793_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR2140793_L001_R2_001.fastq.gz	paired-end
SRR3214554_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214554_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214554_L001_R2_001.fastq.gz	paired-end
SRR26284398_SCUT_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR26284398_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR26284398_L001_R2_001.fastq.gz	paired-end
SRR5340195_PENN_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5340195_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5340195_L001_R2_001.fastq.gz	paired-end
SRR30160145_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160145_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160145_L001_R2_001.fastq.gz	paired-end
SRR25536412_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536412_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536412_L001_R2_001.fastq.gz	paired-end
SRR2140794_CHILE_2016	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR2140794_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR2140794_L001_R2_001.fastq.gz	paired-end
SRR3215152_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215152_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215152_L001_R2_001.fastq.gz	paired-end
SRR1523703_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523703_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523703_L001_R2_001.fastq.gz	paired-end
SRR3215291_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215291_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215291_L001_R2_001.fastq.gz	paired-end
SRR5133625_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133625_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133625_L001_R2_001.fastq.gz	paired-end
SRR5133621_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133621_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133621_L001_R2_001.fastq.gz	paired-end
SRR30160138_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160138_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160138_L001_R2_001.fastq.gz	paired-end
SRR8272156_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272156_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272156_L001_R2_001.fastq.gz	paired-end
SRR24888904_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888904_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888904_L001_R2_001.fastq.gz	paired-end
SRR25536415_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536415_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536415_L001_R2_001.fastq.gz	paired-end
SRR3215174_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215174_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215174_L001_R2_001.fastq.gz	paired-end
SRR5133626_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133626_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133626_L001_R2_001.fastq.gz	paired-end
SRR21755285_DONGHUA_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR21755285_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR21755285_L001_R2_001.fastq.gz	paired-end
SRR3215202_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215202_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3215202_L001_R2_001.fastq.gz	paired-end
SRR25536409_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536409_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536409_L001_R2_001.fastq.gz	paired-end
SRR10131529_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131529_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131529_L001_R2_001.fastq.gz	paired-end
SRR908069_DENVER_2013	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR908069_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR908069_L001_R2_001.fastq.gz	paired-end
SRR25536404_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536404_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536404_L001_R2_001.fastq.gz	paired-end
SRR8272161_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272161_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272161_L001_R2_001.fastq.gz	paired-end
SRR5340197_PENN_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5340197_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5340197_L001_R2_001.fastq.gz	paired-end
SRR14119286_SPIESS_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR14119286_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR14119286_L001_R2_001.fastq.gz	paired-end
SRR1523695_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523695_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523695_L001_R2_001.fastq.gz	paired-end
SRR1523691_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523691_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523691_L001_R2_001.fastq.gz	paired-end
SRR5133614_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133614_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133614_L001_R2_001.fastq.gz	paired-end
SRR10131544_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131544_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131544_L001_R2_001.fastq.gz	paired-end
SRR24888903_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888903_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888903_L001_R2_001.fastq.gz	paired-end
SRR25536418_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536418_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536418_L001_R2_001.fastq.gz	paired-end
SRR3214699_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214699_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214699_L001_R2_001.fastq.gz	paired-end
SRR3216395_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216395_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216395_L001_R2_001.fastq.gz	paired-end
SRR30160128_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160128_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160128_L001_R2_001.fastq.gz	paired-end
SRR8272165_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272165_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272165_L001_R2_001.fastq.gz	paired-end
SRR30160158_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160158_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160158_L001_R2_001.fastq.gz	paired-end
SRR1523699_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523699_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523699_L001_R2_001.fastq.gz	paired-end
SRR30160159_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160159_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160159_L001_R2_001.fastq.gz	paired-end
SRR30160123_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160123_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160123_L001_R2_001.fastq.gz	paired-end
SRR5121313_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5121313_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5121313_L001_R2_001.fastq.gz	paired-end
SRR12492572_BAEK_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR12492572_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR12492572_L001_R2_001.fastq.gz	paired-end
SRR24888898_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888898_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888898_L001_R2_001.fastq.gz	paired-end
SRR1523681_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523681_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523681_L001_R2_001.fastq.gz	paired-end
SRR14770181_QI_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR14770181_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR14770181_L001_R2_001.fastq.gz	paired-end
SRR10131528_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131528_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131528_L001_R2_001.fastq.gz	paired-end
SRR15879218_GUALTIERI_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879218_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879218_L001_R2_001.fastq.gz	paired-end
SRR18494398_CAO_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494398_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494398_L001_R2_001.fastq.gz	paired-end
SRR2140797_CHILE_2016	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR2140797_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR2140797_L001_R2_001.fastq.gz	paired-end
SRR8272160_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272160_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272160_L001_R2_001.fastq.gz	paired-end
SRR24888902_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888902_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888902_L001_R2_001.fastq.gz	paired-end
SRR26068520_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068520_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068520_L001_R2_001.fastq.gz	paired-end
SRR30160142_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160142_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160142_L001_R2_001.fastq.gz	paired-end
SRR5340196_PENN_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5340196_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5340196_L001_R2_001.fastq.gz	paired-end
SRR5487635_PARK_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5487635_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5487635_L001_R2_001.fastq.gz	paired-end
SRR1523709_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523709_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523709_L001_R2_001.fastq.gz	paired-end
SRR1737729_LU_2015	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1737729_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1737729_L001_R2_001.fastq.gz	paired-end
SRR1523689_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523689_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523689_L001_R2_001.fastq.gz	paired-end
SRR8618605_LIU_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8618605_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8618605_L001_R2_001.fastq.gz	paired-end
SRR25536401_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536401_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536401_L001_R2_001.fastq.gz	paired-end
SRR5487629_PARK_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5487629_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5487629_L001_R2_001.fastq.gz	paired-end
SRR27374969_DONGHUA_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374969_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374969_L001_R2_001.fastq.gz	paired-end
SRR30160156_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160156_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160156_L001_R2_001.fastq.gz	paired-end
SRR12328004_ALBARRACIN-ARIAS_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR12328004_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR12328004_L001_R2_001.fastq.gz	paired-end
SRR27374970_DONGHUA_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374970_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR27374970_L001_R2_001.fastq.gz	paired-end
SRR20853640_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853640_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853640_L001_R2_001.fastq.gz	paired-end
SRR12492591_BAEK_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR12492591_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR12492591_L001_R2_001.fastq.gz	paired-end
SRR30160133_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160133_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160133_L001_R2_001.fastq.gz	paired-end
SRR10267800_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10267800_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10267800_L001_R2_001.fastq.gz	paired-end
SRR24018451_SPIESS_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24018451_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24018451_L001_R2_001.fastq.gz	paired-end
SRR30160126_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160126_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160126_L001_R2_001.fastq.gz	paired-end
SRR1523687_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523687_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523687_L001_R2_001.fastq.gz	paired-end
SRR5133618_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133618_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133618_L001_R2_001.fastq.gz	paired-end
SRR1737728_LU_2015	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1737728_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1737728_L001_R2_001.fastq.gz	paired-end
SRR15714623_CASR_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15714623_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15714623_L001_R2_001.fastq.gz	paired-end
SRR30160144_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160144_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160144_L001_R2_001.fastq.gz	paired-end
SRR18494402_CAO_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494402_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494402_L001_R2_001.fastq.gz	paired-end
SRR30160136_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160136_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160136_L001_R2_001.fastq.gz	paired-end
SRR15879217_GUALTIERI_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879217_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR15879217_L001_R2_001.fastq.gz	paired-end
SRR3214547_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214547_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214547_L001_R2_001.fastq.gz	paired-end
SRR1523704_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523704_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523704_L001_R2_001.fastq.gz	paired-end
SRR8272158_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272158_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272158_L001_R2_001.fastq.gz	paired-end
SRR1523700_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523700_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523700_L001_R2_001.fastq.gz	paired-end
SRR30160163_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160163_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160163_L001_R2_001.fastq.gz	paired-end
SRR10131547_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131547_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131547_L001_R2_001.fastq.gz	paired-end
SRR11319473_WANG_2021	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR11319473_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR11319473_L001_R2_001.fastq.gz	paired-end
SRR17982066_LI_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR17982066_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR17982066_L001_R2_001.fastq.gz	paired-end
SRR20853642_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853642_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR20853642_L001_R2_001.fastq.gz	paired-end
SRR3216396_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216396_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216396_L001_R2_001.fastq.gz	paired-end
SRR10131532_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131532_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131532_L001_R2_001.fastq.gz	paired-end
SRR5121312_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5121312_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5121312_L001_R2_001.fastq.gz	paired-end
SRR10131535_ZHANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131535_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR10131535_L001_R2_001.fastq.gz	paired-end
SRR25536406_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536406_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536406_L001_R2_001.fastq.gz	paired-end
SRR30160160_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160160_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160160_L001_R2_001.fastq.gz	paired-end
SRR24888905_SHANDONG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888905_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR24888905_L001_R2_001.fastq.gz	paired-end
SRR30160147_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160147_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160147_L001_R2_001.fastq.gz	paired-end
SRR5133622_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133622_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133622_L001_R2_001.fastq.gz	paired-end
SRR1523692_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523692_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523692_L001_R2_001.fastq.gz	paired-end
SRR8272163_ZHEJIANG_2020	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272163_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR8272163_L001_R2_001.fastq.gz	paired-end
SRR18494399_CAO_2019	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494399_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR18494399_L001_R2_001.fastq.gz	paired-end
SRR3214573_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214573_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3214573_L001_R2_001.fastq.gz	paired-end
SRR5133624_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133624_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133624_L001_R2_001.fastq.gz	paired-end
SRR25536402_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536402_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536402_L001_R2_001.fastq.gz	paired-end
SRR5133627_SRINIVASAN_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133627_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133627_L001_R2_001.fastq.gz	paired-end
SRR1523698_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523698_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523698_L001_R2_001.fastq.gz	paired-end
SRR3216392_ZHAO_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216392_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR3216392_L001_R2_001.fastq.gz	paired-end
SRR25536416_CUOG_2023	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536416_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR25536416_L001_R2_001.fastq.gz	paired-end
SRR30160154_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160154_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160154_L001_R2_001.fastq.gz	paired-end
SRR1523707_AHN_2014	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523707_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR1523707_L001_R2_001.fastq.gz	paired-end
SRR26068517_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068517_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068517_L001_R2_001.fastq.gz	paired-end
SRR26068519_LASCU_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068519_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR26068519_L001_R2_001.fastq.gz	paired-end
SRR30160122_CASTELLANO-HINOJOSA_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160122_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR30160122_L001_R2_001.fastq.gz	paired-end
SRR17982068_LI_2022	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR17982068_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR17982068_L001_R2_001.fastq.gz	paired-end
SRR14770183_QI_2024	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR14770183_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR14770183_L001_R2_001.fastq.gz	paired-end
SRR5133615_SRINIVASAN_BUTLER_2017	NA	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133615_L001_R1_001.fastq.gz	/home/ubuntu/ccm/fastq_files/paired_new/SRR5133615_L001_R2_001.fastq.gz	paired-end
